"variable","mean","median","sd","lower","upper","rhat","ess_bulk","t","days","t_approximation","date"
"lp__",-26356.5778888889,-26356.4,9.33514595129743,-26375.6525,-26338.7425,1.00349488843874,279.498302634791,NA,NA,NA,NA
"ell",22.3419612755556,17.78005,21.0756531424413,0.579563625,79.069375,1.0147740531254,163.136737243387,NA,NA,NA,NA
"alpha",0.0687967436666667,0.0524257,0.04429239682392,0.026473375,0.1937382,1.00869521531403,295.5939742702,NA,NA,NA,NA
"rho",0.000269421262222222,0.0002637035,6.1232427879716e-05,0.0001688366,0.000410349375,1.01507680201903,780.743194521565,NA,NA,NA,NA
"eta",0.0927122258588889,0.08530475,0.533513515335772,-0.854849825,1.16327025,1.00435957744625,728.742045354137,NA,NA,1,NA
"eta",-0.924944002466667,-0.931956,0.84210021205998,-2.5825505,0.68876425,1.00286901589384,879.949149135005,NA,NA,2,NA
"eta",-0.633425652978889,-0.6473965,0.815725568481111,-2.13265275,1.04300675,1.0015718412219,1009.60515715215,NA,NA,3,NA
"eta",1.09899968973444,1.108695,0.758833631302227,-0.3509274,2.612304,1.00252688727027,705.035158637821,NA,NA,4,NA
"eta",1.01590882072889,1.00823,0.835028372431021,-0.63293455,2.70472275,1.00532228913943,1023.48571066549,NA,NA,5,NA
"eta",-0.729914041077778,-0.7187705,0.867769307305877,-2.5150365,0.825682224999999,1.00342675903215,469.776733892265,NA,NA,6,NA
"eta",-0.711025005822222,-0.708001,0.803039526806091,-2.34254725,0.885078174999999,1.00781955193636,1264.36048982718,NA,NA,7,NA
"eta",0.657907264866667,0.616635,0.802824555593872,-0.92563565,2.2447535,1.00029025209839,1046.04581061843,NA,NA,8,NA
"eta",-0.0178156905895556,-0.02047355,0.82181398550814,-1.61728025,1.64964825,1.00165771261641,937.648571472623,NA,NA,9,NA
"eta",-0.802710606412778,-0.8411395,0.756540595898224,-2.3029255,0.768302,1.00255755152573,947.450708035473,NA,NA,10,NA
"eta",0.310884007662222,0.327203,0.766358974136448,-1.1636355,1.74759475,0.999841729659408,1231.03830874172,NA,NA,11,NA
"eta",0.706361516156667,0.7125315,0.81745673731497,-0.896044925,2.36606675,1.00023050493595,801.565490866764,NA,NA,12,NA
"eta",-0.193221585561111,-0.1893155,0.810746901533828,-1.841953,1.433931,0.99995054446446,1891.68568839464,NA,NA,13,NA
"eta",-0.409213834577778,-0.4167895,0.808119904657959,-1.921701,1.02124375,1.00154426937976,1538.20099016948,NA,NA,14,NA
"eta",-0.138162258282444,-0.0941528,0.85308106330807,-1.9973885,1.4798,1.00541878667976,1247.00433516467,NA,NA,15,NA
"eta",0.160355043588889,0.155241,0.860114630650594,-1.482074,1.861198,1.00856332550551,1482.10357131711,NA,NA,16,NA
"eta",0.453137376566667,0.4692385,0.850981663572299,-1.23065225,2.068352,1.00078155586503,1000.19835134037,NA,NA,17,NA
"eta",-0.139927617785556,-0.124665,0.929846813455049,-2.04823075,1.6791465,0.998129459642149,1221.75667631305,NA,NA,18,NA
"eta",-0.553002467877778,-0.520077,0.845113940540544,-2.16037825,1.11197975,1.00140298082726,1007.83549032449,NA,NA,19,NA
"eta",0.157993068077778,0.175856,0.934095921877052,-1.75579025,2.017805,1.00162595502649,1098.02378762072,NA,NA,20,NA
"eta",0.285010245644444,0.280578,0.872253523232529,-1.426854,2.04635975,0.998443181366277,856.878050571954,NA,NA,21,NA
"eta",-0.0424467871844445,-0.04562695,0.931270460153763,-1.83304725,1.79571675,1.00487205053986,848.375969477479,NA,NA,22,NA
"eta",0.263095429831111,0.258468,0.885542117282325,-1.52153875,1.9624325,1.0004789607485,1374.06942623738,NA,NA,23,NA
"eta",-0.11567185482,-0.1211705,0.93362262982607,-1.9900475,1.792509,1.00337147236617,1134.53853821605,NA,NA,24,NA
"eta",-0.653795281455556,-0.674097,0.927135158599126,-2.31930775,1.21766925,1.0045017832902,1386.1231741314,NA,NA,25,NA
"eta",0.2436377875,0.2010165,0.974336266750637,-1.54709225,2.08239175,1.00351629912588,1302.20931317345,NA,NA,26,NA
"eta",0.649295828205556,0.7086405,0.958348165108624,-1.29981075,2.44441425,1.00353216894246,765.159934454677,NA,NA,27,NA
"eta",-0.156636004497778,-0.171178,0.963014284651687,-2.008103,1.69416425,1.00098031459046,1077.87347997432,NA,NA,28,NA
"eta",-0.231538335611111,-0.2428865,1.0133974619214,-2.1835635,1.7304535,0.998916274547987,1200.00466442115,NA,NA,29,NA
