"t","mean","lower","upper","variable","date"
1,0.6809527830386,0.4326467570021,1.05643314375144,"Rt","2020-05-01"
2,0.718615065366943,0.444550417318563,1.09009360592501,"Rt","2020-05-02"
3,0.71736093295832,0.461032530833022,1.06290549337211,"Rt","2020-05-03"
4,0.71415231956034,0.456547995189379,1.05352980269504,"Rt","2020-05-04"
5,0.711457839901265,0.461520783790793,1.01370328175815,"Rt","2020-05-05"
6,0.708396103472582,0.465742919156527,1.00027129254066,"Rt","2020-05-06"
7,0.709559016910539,0.456157527295689,0.994973274243821,"Rt","2020-05-07"
8,0.71075099663551,0.467326508130603,0.987111362290222,"Rt","2020-05-08"
9,0.708360337709736,0.457944471579013,0.975357542852597,"Rt","2020-05-09"
10,0.707808357963309,0.465148145866539,0.97412520723497,"Rt","2020-05-10"
11,0.71130258449103,0.467635031162141,0.961010425179918,"Rt","2020-05-11"
12,0.711566115356974,0.482215833939475,0.94553105646767,"Rt","2020-05-12"
13,0.719339501439279,0.482036694424586,0.948455708653962,"Rt","2020-05-13"
14,0.725049635335199,0.494871979812395,0.94994141575517,"Rt","2020-05-14"
15,0.731376945678083,0.520909088286583,0.962136480010986,"Rt","2020-05-15"
16,0.742888729980962,0.517722587775865,0.955390634641093,"Rt","2020-05-16"
17,0.754712541404348,0.542849638338962,0.958493687116663,"Rt","2020-05-17"
18,0.766728402676932,0.558003856161115,0.975117455747935,"Rt","2020-05-18"
19,0.781204651814692,0.578413830317396,1.00123360789347,"Rt","2020-05-19"
20,0.798386020715124,0.594345929808647,1.02720252865057,"Rt","2020-05-20"
21,0.812137281762143,0.612765632775791,1.04577579384603,"Rt","2020-05-21"
22,0.827450002754092,0.618358538102959,1.06388697793085,"Rt","2020-05-22"
23,0.843132264088805,0.636644964181531,1.09728741066575,"Rt","2020-05-23"
24,0.856391159649718,0.656076843880832,1.08775225914043,"Rt","2020-05-24"
25,0.871653734794171,0.675180111813512,1.11604994567374,"Rt","2020-05-25"
26,0.885779346785239,0.683584495674552,1.14074230675056,"Rt","2020-05-26"
27,0.90036031643189,0.698785500005076,1.17518267919664,"Rt","2020-05-27"
28,0.913935717318395,0.712197122984073,1.21647310537839,"Rt","2020-05-28"
29,0.925133360199844,0.71445891970127,1.2528543875373,"Rt","2020-05-29"
30,0.936711194931007,0.724806768221155,1.25432816502865,"Rt","2020-05-30"
31,0.946266796416074,0.738926116258152,1.27104967017977,"Rt","2020-05-31"
32,0.954310248902748,0.740163088389657,1.29415842678965,"Rt","2020-06-01"
33,0.958956275586827,0.751171808626465,1.27721335407383,"Rt","2020-06-02"
34,0.96460874712036,0.759129991944153,1.3225682630312,"Rt","2020-06-03"
35,0.972370625491838,0.7654675682972,1.30233676501976,"Rt","2020-06-04"
36,0.975482625197302,0.776151005025831,1.30814150531142,"Rt","2020-06-05"
37,0.971625405101153,0.760617026104414,1.2848983360062,"Rt","2020-06-06"
38,0.971950641440205,0.762652953783075,1.30924555038301,"Rt","2020-06-07"
39,0.968598287552474,0.762890004542224,1.24537721042862,"Rt","2020-06-08"
40,0.966573150850627,0.772616367022019,1.26950923558932,"Rt","2020-06-09"
41,0.964581503287826,0.75352821175516,1.23733954578436,"Rt","2020-06-10"
42,0.956185428265826,0.754886922835393,1.23794160682923,"Rt","2020-06-11"
43,0.94729245357238,0.732235452451238,1.23164886569845,"Rt","2020-06-12"
44,0.937700285391092,0.712777612709186,1.2187173173543,"Rt","2020-06-13"
45,0.929339109845792,0.704977050609493,1.21749824756598,"Rt","2020-06-14"
46,0.922683107070092,0.690051641515388,1.19351160675444,"Rt","2020-06-15"
47,0.916155653158027,0.670301065398305,1.20095366329131,"Rt","2020-06-16"
48,0.908150136280786,0.676226055262967,1.18437777616855,"Rt","2020-06-17"
49,0.897479002290777,0.658888087469715,1.17314504393336,"Rt","2020-06-18"
50,0.886407833969672,0.655943384774659,1.14098352553506,"Rt","2020-06-19"
51,0.876526129999799,0.650772341156495,1.13390976049221,"Rt","2020-06-20"
